/home/richard/project/SAT_benchmark/1_min_timeout/02066c116dbacc40ec5cca2067db26c0-mrpp_4x4#12_12.cnf,UNSAT,4549.33,659260,236059
/home/richard/project/SAT_benchmark/1_min_timeout/02f6ca52f1ada872d82035088701b66a-linked_list_swap_contents_safety_unwind69.cnf,UNSAT,33440.93,599504,9461
/home/richard/project/SAT_benchmark/1_min_timeout/04e219c640ed59dc68ea2d50493de5b5-mp1-Nb5T15.cnf,SAT,58148.24,15387454,2444611
/home/richard/project/SAT_benchmark/1_min_timeout/07e6413459f92b613498a719125b6239-j3037_10_mdd_bm1.cnf,UNSAT,14704.53,691700,306178
/home/richard/project/SAT_benchmark/1_min_timeout/0876c518e5653369e20fb1ee0bb8db40-mp1-klieber2017s-0500-023-t12.cnf,SAT,28942.82,585614,336754
/home/richard/project/SAT_benchmark/1_min_timeout/089f909e37b3ef0c4d90687f7e22b68f-simon-r18-0.sanitized.cnf,SAT,0.34,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/08ccc34df5d8eb9e9d45278af3dc093d-simon-r16-1.sanitized.cnf,SAT,0.29,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/093fa3ff9f7bc9979c43f9d2310ac21d-128_125.sanitized.cnf,SAT,107490.53,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/09d7add3bf3b75c5d1023a92e752989a-Break_unsat_04_03.xml.cnf,UNSAT,10.77,1367,648
/home/richard/project/SAT_benchmark/1_min_timeout/0ac6aaf6db6a0e4ec3a06e865d01086f-pcmax-scheduling-m13-2011-12813-UNSAT.sanitized.cnf,UNSAT,51732.65,5128562,3365072
/home/richard/project/SAT_benchmark/1_min_timeout/0cace8a29a1d6b225a8da561d35e8f5a-lru_10.sanitized.cnf,SAT,2102.02,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/0cfe9c90d3a51435a5e4dba7634b882f-g2-ak128boothbg2msisc.cnf,SAT,37.74,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/0d3160b80aa406bfc718c007265b9e73-linked_list_swap_contents_safety_unwind65.cnf,UNSAT,42938.12,605531,12194
/home/richard/project/SAT_benchmark/1_min_timeout/0d81711a3d73c828e8c6e12607eda82d-noL-11-20.sanitized.cnf,SAT,42281.01,6175354,2289262
/home/richard/project/SAT_benchmark/1_min_timeout/0ef029cb7616d4a89eb6d1f63e89f67e-or_randxor_k3_n510_m510.sanitized.cnf,UNSAT,1579.70,177700,143039
/home/richard/project/SAT_benchmark/1_min_timeout/0f262afd5b117000f8b4734d175aadab-linked_list_swap_contents_safety_unwind73.cnf,UNSAT,44610.40,595569,9592
/home/richard/project/SAT_benchmark/1_min_timeout/0fa9521ff633b27be11525a7b0f7d8b6-jgiraldezlevy.2200.9086.08.40.41.cnf,SAT,3396.14,716713,135101
/home/richard/project/SAT_benchmark/1_min_timeout/1.cnf,UNSAT,52.83,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/10.cnf,UNSAT,378.39,181553,146009
/home/richard/project/SAT_benchmark/1_min_timeout/1009c791cee542cdf19651fe25e6881a-summle_X4053_steps8_I1-2-2-4-4-8-25-100.cnf,SAT,3992.91,354482,55307
/home/richard/project/SAT_benchmark/1_min_timeout/11.cnf,UNSAT,1274.67,221761,178711
/home/richard/project/SAT_benchmark/1_min_timeout/13ae2628d8e113db1786dba41a65fe38-x9-10027.sat.sanitized.cnf,SAT,16876.16,1252586,710883
/home/richard/project/SAT_benchmark/1_min_timeout/1427381a809c64c721838894ece6756d-shuffling-2-s25242449-of-bench-sat04-727.used-as.sat04-753.cnf,SAT,10997.83,139298,4285
/home/richard/project/SAT_benchmark/1_min_timeout/1507d9812624b3e0eaf15e40100be020-x9-12014.sat.sanitized.cnf,SAT,9059.80,724848,393009
/home/richard/project/SAT_benchmark/1_min_timeout/1545660e72158c7e90da5ad4c877a124-hwmcc20miters-iso-rast-p06.sanitized.cnf,UNSAT,71.33,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/170b13af977e962321c493544b2bd0a9-circuit_48in64out_with_800gates_4in4out_dist128_seed4.sanitized.cnf,SAT,7023.41,819218,289003
/home/richard/project/SAT_benchmark/1_min_timeout/195852083a05edee1902233698eec14a-x9-11077.sat.sanitized.cnf,SAT,25257.23,1685160,1034619
/home/richard/project/SAT_benchmark/1_min_timeout/19e2c3a0865c8c1b4543d11213bebe5f-x9-09024.sat.sanitized.cnf,UNSAT,12190.25,850725,555309
/home/richard/project/SAT_benchmark/1_min_timeout/1a20d903db74ab566efc68a35e6b0ec5-hwmcc20miters-iso-rast-p11.sanitized.cnf,UNSAT,71.46,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/1afa2d7a3d817c3149da432eece66da8-worker_550_550_550_0.3.cnf,SAT,5053.11,497904,2003
/home/richard/project/SAT_benchmark/1_min_timeout/1e0da402100982e53001a64281149dd9-linked_list_swap_contents_safety_unwind63.cnf,UNSAT,26740.30,593869,6711
/home/richard/project/SAT_benchmark/1_min_timeout/1ea68d0008f01c50a1e4fec77dd0775e-REGRandom-K4-L1-Seed30.sanitized.cnf,UNSAT,1509.15,90351,5529
/home/richard/project/SAT_benchmark/1_min_timeout/1f44da3598ccf8bcbe9a90fb1b2f1ebd-REGRandom-K3-L3-Seed25.sanitized.cnf,UNSAT,506.80,70800,3152
/home/richard/project/SAT_benchmark/1_min_timeout/2.cnf,UNSAT,1973.14,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/22b4cf412c811872d6ba5078106aeb6c-j3037_10_rggt_b.cnf,SAT,37037.88,1763917,732752
/home/richard/project/SAT_benchmark/1_min_timeout/282a02a1743eb47c6b340e52ecce40a2-lru_6.sanitized.cnf,SAT,1270.04,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/2a15a30186afdad41a49c5c5366d01be-Timetable_C_392_E_62_Cl_26_S_28.cnf,SAT,16990.95,13401923,59756
/home/richard/project/SAT_benchmark/1_min_timeout/2a53e9c6a25a50d753a94ead66065826-mp1-ps_5000_21250_3_0_0.8_0_1.50_6.cnf,UNSAT,17320.63,1470563,813210
/home/richard/project/SAT_benchmark/1_min_timeout/2b043efb4bde6d83f7c95a8e8e2d7bf8-simon-r21-0.sanitized.cnf,SAT,0.39,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/2fcd8533eba981967292f1b6e41f7433-simon-r20-0.sanitized.cnf,SAT,0.37,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/3.cnf,SAT,0.40,0,0
/home/richard/project/SAT_benchmark/1_min_timeout/303480ca7e8322d771c94caf4ebd4e95-circuit_48in64out_with_700gates_4in4out_dist128_seed1.sanitized.cnf,SAT,2141.36,299207,112473
