文件绝对路径,求解结果(kissat),求解结果(neurobranch),求解总时间(kissat),求解总时间(neurobranch),decision时间(kissat),decision时间(neurobranch),剩余时间(kissat),剩余时间(neurobranch),decision次数(kissat),decision次数(neurobranch),conflict次数(kissat),conflict次数(neurobranch)
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_239.cnf,SAT,SAT,8.57,2017.24,0.00,2008.02,8.56,9.21,165,165,134,134
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_24.cnf,SAT,SAT,10.09,5090.01,0.01,5078.65,10.07,11.36,467,467,357,357
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_240.cnf,SAT,SAT,9.98,1749.18,0.00,1738.48,9.97,10.70,152,152,116,116
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_241.cnf,SAT,SAT,10.14,7682.21,0.02,7669.91,10.12,12.30,689,689,575,575
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_242.cnf,SAT,SAT,10.10,5638.17,0.01,5626.30,10.09,11.88,473,473,408,408
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_243.cnf,SAT,SAT,8.87,1948.13,0.01,1938.39,8.86,9.74,167,167,134,134
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_244.cnf,SAT,SAT,10.97,10542.07,0.03,10527.48,10.94,14.59,922,922,733,733
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_245.cnf,SAT,SAT,11.18,10725.89,0.03,10711.03,11.16,14.86,950,950,806,806
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_246.cnf,SAT,SAT,12.07,13659.16,0.03,13642.64,12.04,16.52,1234,1234,992,992
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_247.cnf,SAT,SAT,10.62,5965.09,0.01,5952.72,10.61,12.38,540,540,458,458
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_248.cnf,SAT,SAT,17.58,10910.34,0.04,10889.29,17.55,21.05,961,961,833,833
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_249.cnf,SAT,SAT,11.74,7972.69,0.02,7958.42,11.72,14.26,726,726,618,618
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_25.cnf,SAT,SAT,12.31,3269.72,0.01,3256.76,12.30,12.96,295,295,242,242
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_250.cnf,SAT,SAT,12.29,4604.65,0.01,4591.22,12.28,13.43,402,402,319,319
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_251.cnf,SAT,SAT,10.91,4093.70,0.01,4082.15,10.90,11.55,362,362,315,315
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_252.cnf,SAT,SAT,9.74,4892.28,0.01,4881.20,9.73,11.08,440,440,292,292
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_253.cnf,SAT,SAT,11.37,12639.66,0.03,12624.47,11.34,15.19,1158,1158,950,950
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_254.cnf,SAT,SAT,9.59,8294.28,0.02,8282.38,9.57,11.90,765,765,591,591
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_255.cnf,SAT,SAT,10.88,3534.32,0.01,3522.81,10.87,11.51,321,321,241,241
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_256.cnf,SAT,SAT,8.75,1668.28,0.00,1658.92,8.74,9.35,140,140,109,109
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_257.cnf,SAT,SAT,7.99,994.54,0.00,986.05,7.99,8.49,78,78,47,47
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_258.cnf,SAT,SAT,9.94,3191.58,0.01,3181.73,9.93,9.85,278,278,220,220
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_259.cnf,SAT,SAT,11.65,20181.23,0.04,20162.48,11.61,18.75,1400,1866,1031,1318
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_26.cnf,SAT,SAT,12.55,13.14,0.00,0.00,12.55,13.14,0,0,0,0
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_260.cnf,SAT,SAT,11.33,13117.97,0.04,13102.64,11.29,15.32,1194,1194,978,978
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_261.cnf,SAT,SAT,11.46,10934.55,0.03,10920.07,11.43,14.49,937,937,782,782
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_262.cnf,SAT,SAT,10.65,5852.15,0.02,5840.51,10.63,11.64,523,523,442,442
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_263.cnf,SAT,SAT,12.75,731.72,0.00,719.17,12.74,12.55,50,50,37,37
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_264.cnf,SAT,SAT,12.77,10461.09,0.02,10445.05,12.74,16.04,931,931,797,797
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_265.cnf,SAT,SAT,9.26,1059.34,0.00,1049.51,9.25,9.84,88,88,58,58
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_266.cnf,SAT,SAT,9.63,5305.22,0.01,5293.97,9.61,11.24,447,447,338,338
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_267.cnf,SAT,SAT,9.07,2367.27,0.01,2357.64,9.07,9.63,212,212,138,138
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_268.cnf,SAT,SAT,12.59,6663.98,0.02,6649.39,12.57,14.59,584,584,497,497
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_269.cnf,SAT,SAT,10.35,2163.76,0.01,2152.59,10.34,11.16,187,187,149,149
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_27.cnf,SAT,SAT,10.73,11017.16,0.03,11003.11,10.70,14.05,977,977,718,718
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_270.cnf,SAT,SAT,8.97,5526.28,0.01,5515.87,8.96,10.41,481,481,345,345
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_271.cnf,SAT,SAT,9.82,8710.97,0.02,8698.55,9.80,12.42,770,770,656,656
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_272.cnf,SAT,SAT,9.19,1898.89,0.01,1889.22,9.19,9.68,164,164,125,125
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_273.cnf,SAT,SAT,10.95,11758.16,0.03,11743.84,10.93,14.33,1033,1033,673,673
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_274.cnf,SAT,SAT,7.95,2012.36,0.00,2003.68,7.95,8.67,167,167,121,121
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_275.cnf,SAT,SAT,9.88,9046.41,0.02,9034.23,9.86,12.17,784,784,554,554
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_276.cnf,SAT,SAT,9.27,4126.03,0.01,4115.21,9.26,10.82,376,376,278,278
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_277.cnf,SAT,SAT,10.46,5960.10,0.01,5948.03,10.44,12.06,532,532,400,400
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_278.cnf,SAT,SAT,9.26,3499.85,0.01,3489.66,9.25,10.19,318,318,237,237
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_279.cnf,SAT,SAT,11.40,14467.71,0.03,14452.01,11.37,15.70,1251,1251,949,949
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_28.cnf,SAT,SAT,9.35,2755.22,0.01,2745.11,9.34,10.10,249,249,167,167
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_280.cnf,SAT,SAT,8.40,4364.17,0.01,4354.54,8.39,9.63,382,382,319,319
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_281.cnf,SAT,SAT,11.87,897.07,0.00,884.52,11.87,12.56,75,75,46,46
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_282.cnf,SAT,SAT,11.73,13760.64,0.03,13745.34,11.69,15.30,1207,1207,925,925
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_283.cnf,SAT,SAT,12.46,14116.63,0.04,14099.79,12.42,16.85,1259,1259,999,999
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_284.cnf,SAT,SAT,16.62,15287.17,0.04,15268.93,16.58,18.24,1364,1364,976,976
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_285.cnf,SAT,SAT,9.43,5563.50,0.01,5552.29,9.42,11.21,483,483,416,416
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_286.cnf,SAT,SAT,12.23,26664.60,0.04,26641.06,12.19,23.54,1323,2351,1140,1871
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_287.cnf,SAT,SAT,11.02,3731.41,0.01,3719.12,11.01,12.29,317,317,270,270
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_288.cnf,SAT,SAT,11.78,3838.86,0.01,3825.42,11.78,13.44,330,330,273,273
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_289.cnf,SAT,SAT,12.22,6728.35,0.02,6713.88,12.21,14.47,613,613,423,423
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_29.cnf,SAT,SAT,11.05,796.77,0.00,787.14,11.05,9.63,60,60,41,41
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_290.cnf,SAT,SAT,11.29,6594.70,0.02,6581.98,11.28,12.72,589,589,498,498
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_291.cnf,SAT,SAT,13.43,1615.34,0.00,1601.63,13.42,13.72,135,135,107,107
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_292.cnf,SAT,SAT,9.89,4580.55,0.01,4569.35,9.88,11.20,410,410,344,344
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_293.cnf,SAT,SAT,15.24,5852.15,0.01,5834.63,15.23,17.52,495,495,440,440
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_294.cnf,SAT,SAT,9.61,6197.96,0.02,6186.47,9.60,11.49,575,575,490,490
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_295.cnf,SAT,SAT,12.78,11525.19,0.03,11509.31,12.75,15.88,1044,1044,816,816
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_296.cnf,SAT,SAT,10.68,7281.78,0.02,7268.90,10.67,12.88,632,632,451,451
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_297.cnf,SAT,SAT,12.99,12560.56,0.04,12544.67,12.95,15.89,1120,1120,956,956
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_298.cnf,SAT,SAT,11.97,10340.21,0.02,10324.58,11.94,15.63,902,902,728,728
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_299.cnf,SAT,SAT,11.29,3952.91,0.01,3941.50,11.28,11.40,351,351,301,301
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_3.cnf,SAT,SAT,13.63,8527.43,0.02,8511.68,13.61,15.75,751,751,626,626
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_30.cnf,SAT,SAT,12.24,11850.85,0.03,11834.52,12.21,16.33,1042,1042,871,871
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_300.cnf,SAT,SAT,11.96,19756.63,0.05,19737.53,11.91,19.10,1431,1711,1162,1354
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_301.cnf,SAT,SAT,9.64,6830.31,0.02,6819.08,9.62,11.23,630,630,537,537
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_302.cnf,SAT,SAT,11.27,5084.00,0.01,5071.42,11.26,12.57,466,466,393,393
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_303.cnf,SAT,SAT,12.02,11873.92,0.03,11857.81,11.99,16.10,1103,1103,949,949
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_304.cnf,SAT,SAT,12.79,18866.98,0.05,18847.63,12.74,19.35,1562,1699,1356,1417
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_305.cnf,SAT,SAT,10.32,2565.92,0.01,2554.07,10.31,11.85,223,223,187,187
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_306.cnf,SAT,SAT,9.30,9334.69,0.02,9322.61,9.28,12.08,811,811,591,591
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_307.cnf,SAT,SAT,11.33,23603.10,0.04,23583.13,11.29,19.97,1431,2077,1091,1528
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_308.cnf,SAT,SAT,12.96,13748.22,0.03,13733.15,12.93,15.06,1165,1165,925,925
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_309.cnf,SAT,SAT,11.86,9189.61,0.02,9175.58,11.84,14.03,817,817,590,590
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_31.cnf,SAT,SAT,9.69,2271.54,0.01,2261.31,9.69,10.22,198,198,161,161
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_310.cnf,SAT,SAT,9.20,3865.95,0.01,3855.60,9.19,10.36,342,342,298,298
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_311.cnf,SAT,SAT,10.91,10133.28,0.03,10119.07,10.88,14.21,930,930,757,757
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_312.cnf,SAT,SAT,11.55,11101.66,0.03,11086.79,11.52,14.86,1005,1005,853,853
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_313.cnf,SAT,SAT,11.73,3848.17,0.01,3835.69,11.72,12.48,346,346,273,273
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_314.cnf,SAT,SAT,8.80,3886.31,0.01,3876.14,8.79,10.16,336,336,267,267
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_315.cnf,SAT,SAT,9.48,2958.07,0.01,2947.35,9.47,10.72,265,265,205,205
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_316.cnf,SAT,SAT,16.81,12389.58,0.03,12368.69,16.78,20.89,1124,1124,802,802
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_317.cnf,SAT,SAT,19.53,7510.86,0.03,7494.05,19.50,16.81,698,698,570,570
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_318.cnf,SAT,SAT,9.49,2374.55,0.01,2364.47,9.49,10.07,202,202,111,111
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_319.cnf,SAT,SAT,10.04,3215.08,0.01,3204.21,10.03,10.87,296,296,179,179
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_32.cnf,SAT,SAT,8.44,3611.42,0.01,3602.32,8.43,9.11,306,306,189,189
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_320.cnf,SAT,SAT,12.54,21830.84,0.04,21808.90,12.49,21.93,1413,2004,1117,1609
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_321.cnf,SAT,SAT,12.22,12278.92,0.03,12264.00,12.19,14.92,1107,1107,784,784
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_322.cnf,SAT,SAT,11.99,3507.37,0.01,3496.12,11.98,11.25,306,306,263,263
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_323.cnf,SAT,SAT,12.31,4422.59,0.01,4408.94,12.30,13.65,397,397,322,322
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_324.cnf,SAT,SAT,10.63,12968.90,0.03,12953.97,10.60,14.93,1186,1186,841,841
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_325.cnf,SAT,SAT,9.70,6190.00,0.02,6178.48,9.68,11.52,556,556,453,453
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_326.cnf,SAT,SAT,10.90,18461.95,0.04,18445.55,10.86,16.40,1636,1636,969,969
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_327.cnf,SAT,SAT,10.04,9067.94,0.02,9055.45,10.01,12.49,815,815,651,651
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_328.cnf,SAT,SAT,11.29,25473.75,0.04,25451.36,11.24,22.39,1381,2270,1161,1889
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_329.cnf,SAT,SAT,10.10,4725.86,0.01,4714.15,10.09,11.71,427,427,359,359
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_33.cnf,SAT,SAT,10.28,4242.70,0.01,4231.62,10.27,11.07,396,396,314,314
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_330.cnf,SAT,SAT,12.13,11619.26,0.03,11604.10,12.10,15.16,1015,1015,770,770
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_331.cnf,SAT,SAT,11.43,6851.19,0.02,6837.20,11.41,13.98,625,625,518,518
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_332.cnf,SAT,SAT,10.88,8541.92,0.02,8528.53,10.86,13.38,760,760,682,682
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_333.cnf,SAT,SAT,11.48,6729.04,0.02,6715.49,11.46,13.55,576,576,487,487
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_334.cnf,SAT,SAT,11.00,9881.61,0.03,9867.72,10.98,13.89,906,906,770,770
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_335.cnf,SAT,SAT,9.09,3713.31,0.01,3703.47,9.08,9.84,327,327,267,267
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_336.cnf,SAT,SAT,10.53,7303.99,0.03,7291.62,10.50,12.37,666,666,578,578
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_337.cnf,SAT,SAT,13.38,6753.44,0.02,6737.73,13.36,15.71,566,566,501,501
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_338.cnf,SAT,SAT,11.14,3123.21,0.01,3110.78,11.14,12.43,278,278,247,247
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_339.cnf,SAT,SAT,8.84,2005.33,0.01,1995.57,8.83,9.75,176,176,131,131
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_34.cnf,SAT,SAT,9.17,5620.41,0.01,5609.30,9.15,11.11,478,478,357,357
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_340.cnf,SAT,SAT,10.47,10260.30,0.03,10246.99,10.44,13.31,956,956,747,747
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_341.cnf,SAT,SAT,9.68,6434.55,0.02,6423.04,9.67,11.51,588,588,494,494
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_342.cnf,SAT,SAT,12.31,8875.24,0.02,8860.36,12.29,14.88,802,802,662,662
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_343.cnf,SAT,SAT,9.57,3450.70,0.01,3440.30,9.56,10.40,306,306,258,258
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_344.cnf,SAT,SAT,12.35,12883.15,0.03,12866.96,12.32,16.19,1145,1145,961,961
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_345.cnf,SAT,SAT,9.75,7632.99,0.02,7621.30,9.73,11.70,663,663,580,580
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_346.cnf,SAT,SAT,11.24,8532.68,0.03,8519.32,11.22,13.36,753,753,627,627
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_347.cnf,SAT,SAT,8.46,2129.23,0.01,2119.89,8.45,9.34,188,188,137,137
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_348.cnf,SAT,SAT,9.07,6750.98,0.02,6740.11,9.05,10.88,599,599,441,441
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_349.cnf,SAT,SAT,10.28,5164.57,0.01,5153.14,10.27,11.43,458,458,389,389
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_35.cnf,SAT,SAT,9.87,3460.40,0.01,3449.44,9.86,10.96,308,308,246,246
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_350.cnf,SAT,SAT,11.14,5937.73,0.01,5924.68,11.13,13.06,508,508,451,451
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_351.cnf,SAT,SAT,15.83,8419.20,0.03,8400.69,15.80,18.51,722,722,608,608
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_352.cnf,SAT,SAT,12.76,10126.76,0.03,10111.29,12.74,15.47,905,905,723,723
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_353.cnf,SAT,SAT,10.37,6183.24,0.01,6171.43,10.35,11.81,543,543,353,353
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_354.cnf,SAT,SAT,13.29,15244.57,0.05,15226.33,13.24,18.24,1392,1337,1212,1121
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_355.cnf,SAT,SAT,14.18,11038.87,0.03,11020.91,14.16,17.96,966,966,659,659
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_356.cnf,SAT,SAT,11.64,6425.69,0.02,6412.34,11.62,13.35,579,579,505,505
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_357.cnf,SAT,SAT,10.84,4702.08,0.01,4689.61,10.83,12.48,438,438,358,358
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_358.cnf,SAT,SAT,11.26,7591.75,0.02,7577.97,11.24,13.77,679,679,554,554
/home/richard/project/SAT_benchmark/SATLIB/CBS_k3_n100_m418_b90/CBS_k3_n100_m418_b90_359.cnf,SAT,SAT,9.71,3821.18,0.01,3810.33,9.70,10.86,302,302,243,243
